coda_id,audio_file,date,unit,unit_num,clan,individual_id,coda_type,is_noise,n_clicks,duration_sec,ici_sequence,n_ici,handv,whale_name,f1pk_hz
36,36.wav,25/03/2008,A,1,EC1,0,8i,0,8,0.367,0.044|0.05|0.051|0.051|0.048|0.055|0.068,7,,,
37,37.wav,25/03/2008,A,1,EC1,0,8R,0,8,1.061,0.246|0.183|0.131|0.096|0.101|0.122|0.182,7,,,
38,38.wav,25/03/2008,A,1,EC1,0,9-NOISE,1,9,0.962,0.163|0.149|0.115|0.092|0.099|0.105|0.101|0.138,8,,,
39,39.wav,25/03/2008,A,1,EC1,0,9R,0,9,1.079,0.168|0.187|0.118|0.09|0.107|0.113|0.096|0.2,8,,,
40,40.wav,25/03/2008,A,1,EC1,0,5R1,0,5,0.326,0.097|0.071|0.076|0.082,4,,,
41,41.wav,25/03/2008,A,1,EC1,0,6i,0,6,0.352,0.067|0.067|0.072|0.06|0.086,5,,,
42,42.wav,05/02/2009,A,1,EC1,0,4R2,0,4,0.882,0.303|0.288|0.291,3,,,
43,43.wav,05/02/2009,A,1,EC1,5720,4R2,0,4,0.882,0.302|0.287|0.293,3,,,
44,44.wav,05/02/2009,A,1,EC1,5720,4R2,0,4,1.023,0.339|0.35|0.334,3,,,
45,45.wav,05/02/2009,A,1,EC1,5720,4R2,0,4,1.012,0.345|0.326|0.341,3,,,
46,46.wav,05/02/2009,A,1,EC1,5720,4R2,0,4,1.054,0.363|0.344|0.347,3,,,
47,47.wav,05/02/2009,A,1,EC1,5720,4R2,0,4,1.069,0.365|0.352|0.352,3,,,
48,48.wav,05/02/2009,A,1,EC1,5720,4R2,0,4,1.076,0.366|0.358|0.352,3,,,
49,49.wav,05/02/2009,A,1,EC1,5720,4R2,0,4,1.076,0.364|0.351|0.361,3,,,
50,50.wav,05/02/2009,A,1,EC1,5720,4R2,0,4,1.077,0.366|0.36|0.351,3,,,
51,51.wav,05/02/2009,A,1,EC1,5720,4R2,0,4,1.107,0.345|0.377|0.385,3,,,
52,52.wav,05/02/2009,A,1,EC1,5720,4R2,0,4,0.877,0.287|0.291|0.299,3,,,
53,53.wav,05/02/2009,A,1,EC1,5720,4R2,0,4,1.053,0.366|0.342|0.345,3,,,
54,54.wav,05/02/2009,A,1,EC1,5720,4R2,0,4,1.089,0.367|0.355|0.367,3,,,
55,55.wav,05/02/2009,A,1,EC1,0,1+1+3,0,5,0.86,0.288|0.262|0.17|0.14,4,,,
56,56.wav,05/02/2009,A,1,EC1,0,1+1+3,0,5,0.982,0.322|0.319|0.196|0.145,4,,,
57,57.wav,05/02/2009,A,1,EC1,5719,1+1+3,0,5,0.782,0.225|0.271|0.142|0.144,4,,,
58,58.wav,05/02/2009,A,1,EC1,5719,1+1+3,0,5,0.849,0.263|0.276|0.158|0.152,4,,,
59,59.wav,05/02/2009,A,1,EC1,5719,1+1+3,0,5,0.89,0.288|0.259|0.202|0.141,4,,,
60,60.wav,05/02/2009,A,1,EC1,5719,1+1+3,0,5,0.989,0.298|0.351|0.201|0.139,4,,,
61,61.wav,05/02/2009,A,1,EC1,5719,1+1+3,0,5,0.979,0.34|0.309|0.165|0.165,4,,,
62,62.wav,05/02/2009,A,1,EC1,5719,1+1+3,0,5,0.84,0.27|0.269|0.171|0.13,4,,,
63,63.wav,05/02/2009,A,1,EC1,5719,1+1+3,0,5,0.986,0.374|0.297|0.156|0.159,4,,,
64,64.wav,05/02/2009,A,1,EC1,5719,1+1+3,0,5,0.846,0.279|0.263|0.166|0.138,4,,,
65,65.wav,05/02/2009,A,1,EC1,5719,1+1+3,0,5,0.972,0.317|0.309|0.181|0.165,4,,,
66,66.wav,05/02/2009,A,1,EC1,5719,1+1+3,0,5,1,0.317|0.321|0.198|0.164,4,,,
67,67.wav,05/02/2009,A,1,EC1,5719,1+1+3,0,5,0.999,0.333|0.288|0.18|0.198,4,,,
68,68.wav,05/02/2009,A,1,EC1,5719,1+1+3,0,5,0.917,0.28|0.315|0.161|0.161,4,,,
69,69.wav,05/02/2009,A,1,EC1,5719,1+1+3,0,5,0.816,0.258|0.27|0.148|0.14,4,,,
70,70.wav,05/02/2009,A,1,EC1,5719,1+1+3,0,5,0.862,0.269|0.265|0.181|0.147,4,,,
71,71.wav,05/02/2009,A,1,EC1,5719,1+1+3,0,5,0.809,0.251|0.28|0.15|0.128,4,,,
72,72.wav,20/01/2010,A,1,EC1,0,1+1+3,0,5,0.819,0.191|0.292|0.182|0.154,4,,,
73,73.wav,20/01/2010,A,1,EC1,0,1+1+3,0,5,0.881,0.281|0.27|0.187|0.143,4,,,
74,74.wav,20/01/2010,A,1,EC1,0,1+1+3,0,5,0.873,0.264|0.279|0.186|0.144,4,,,
75,75.wav,20/01/2010,A,1,EC1,0,1+1+3,0,5,0.875,0.274|0.265|0.189|0.147,4,,,
76,76.wav,20/01/2010,A,1,EC1,0,1+1+3,0,5,0.887,0.268|0.291|0.19|0.138,4,,,
77,77.wav,20/01/2010,A,1,EC1,0,5-NOISE,1,5,0.178,0.036|0.032|0.044|0.066,4,,,
78,78.wav,20/01/2010,A,1,EC1,0,5R1,0,5,0.259,0.054|0.066|0.064|0.075,4,,,
79,79.wav,20/01/2010,A,1,EC1,0,1+1+3,0,5,0.917,0.307|0.304|0.168|0.138,4,,,
80,80.wav,20/01/2010,A,1,EC1,0,1+1+3,0,5,0.903,0.268|0.301|0.176|0.158,4,,,
81,81.wav,20/01/2010,A,1,EC1,0,1+1+3,0,5,1.049,0.357|0.317|0.217|0.158,4,,,
82,82.wav,20/01/2010,A,1,EC1,0,1+1+3,0,5,1.139,0.375|0.369|0.216|0.179,4,,,
83,83.wav,20/01/2010,A,1,EC1,0,1+1+3,0,5,1.187,0.385|0.403|0.208|0.191,4,,,
84,84.wav,20/01/2010,A,1,EC1,0,1+1+3,0,5,0.858,0.232|0.311|0.159|0.156,4,,,
85,85.wav,20/01/2010,A,1,EC1,0,1+1+3,0,5,0.915,0.278|0.305|0.189|0.143,4,,,
86,86.wav,20/01/2010,A,1,EC1,0,1+1+3,0,5,1.211,0.408|0.405|0.219|0.179,4,,,
87,87.wav,20/01/2010,A,1,EC1,0,1+1+3,0,5,1.235,0.417|0.412|0.226|0.18,4,,,
88,88.wav,20/01/2010,A,1,EC1,0,1+1+3,0,5,1.078,0.368|0.352|0.203|0.155,4,,,
89,89.wav,20/01/2010,A,1,EC1,0,1+1+3,0,5,1.065,0.337|0.357|0.219|0.152,4,,,
90,90.wav,20/01/2010,A,1,EC1,0,9i,0,9,0.973,0.167|0.21|0.122|0.089|0.08|0.082|0.088|0.135,8,,,
91,91.wav,20/01/2010,A,1,EC1,0,3-NOISE,1,3,0.407,0.202|0.205,2,,,
92,92.wav,20/01/2010,A,1,EC1,0,5-NOISE,1,5,0.539,0.134|0.18|0.115|0.11,4,,,
93,93.wav,20/01/2010,A,1,EC1,0,5-NOISE,1,5,0.542,0.181|0.155|0.11|0.096,4,,,
94,94.wav,20/01/2010,A,1,EC1,0,5-NOISE,1,5,0.592,0.189|0.188|0.123|0.092,4,,,
95,95.wav,20/01/2010,A,1,EC1,0,1+1+3,0,5,0.836,0.263|0.262|0.17|0.141,4,,,
96,96.wav,20/01/2010,A,1,EC1,0,1+1+3,0,5,0.758,0.252|0.234|0.119|0.153,4,,,
97,97.wav,20/01/2010,A,1,EC1,0,1+1+3,0,5,0.912,0.298|0.297|0.166|0.151,4,,,
98,98.wav,20/01/2010,A,1,EC1,0,1+1+3,0,5,0.832,0.264|0.271|0.168|0.129,4,,,
99,99.wav,20/01/2010,A,1,EC1,0,5-NOISE,1,5,0.662,0.238|0.127|0.193|0.104,4,,,
100,100.wav,20/01/2010,A,1,EC1,0,1+1+3,0,5,0.787,0.243|0.266|0.151|0.127,4,,,
101,101.wav,20/01/2010,A,1,EC1,0,1+1+3,0,5,0.767,0.262|0.236|0.14|0.129,4,,,
102,102.wav,20/01/2010,A,1,EC1,0,1+1+3,0,5,0.732,0.259|0.203|0.138|0.132,4,,,
103,103.wav,20/01/2010,A,1,EC1,0,1+1+3,0,5,0.768,0.223|0.239|0.175|0.131,4,,,
104,104.wav,20/01/2010,A,1,EC1,0,1+1+3,0,5,0.77,0.221|0.249|0.174|0.126,4,,,
105,105.wav,20/01/2010,A,1,EC1,0,1+1+3,0,5,0.791,0.259|0.243|0.147|0.142,4,,,
106,106.wav,20/01/2010,A,1,EC1,0,1+1+3,0,5,1.031,0.373|0.374|0.137|0.147,4,,,
107,107.wav,20/01/2010,A,1,EC1,0,6-NOISE,1,6,0.73,0.17|0.191|0.129|0.099|0.141,5,,,
108,108.wav,20/01/2010,A,1,EC1,0,6-NOISE,1,6,0.685,0.134|0.233|0.112|0.107|0.099,5,,,
109,109.wav,20/01/2010,A,1,EC1,0,6-NOISE,1,6,0.644,0.221|0.128|0.121|0.077|0.097,5,,,
110,110.wav,20/01/2010,A,1,EC1,0,4R2,0,4,0.968,0.312|0.337|0.319,3,,,
111,111.wav,20/01/2010,A,1,EC1,0,4-NOISE,1,4,0.661,0.346|0.17|0.145,3,,,
112,112.wav,20/01/2010,A,1,EC1,0,1+1+3,0,5,0.936,0.314|0.284|0.19|0.148,4,,,
113,113.wav,20/01/2010,A,1,EC1,0,1+1+3,0,5,0.888,0.293|0.262|0.181|0.152,4,,,
114,114.wav,20/01/2010,A,1,EC1,0,4R2,0,4,1.012,0.34|0.336|0.336,3,,,
115,115.wav,20/01/2010,A,1,EC1,0,4R2,0,4,1.113,0.363|0.378|0.372,3,,,
116,116.wav,20/01/2010,A,1,EC1,0,1+1+3,0,5,0.942,0.349|0.272|0.176|0.145,4,,,
117,117.wav,20/01/2010,A,1,EC1,0,1+1+3,0,5,0.958,0.305|0.326|0.192|0.135,4,,,
118,118.wav,20/01/2010,A,1,EC1,0,1+1+3,0,5,0.877,0.268|0.295|0.17|0.144,4,,,
119,119.wav,20/01/2010,A,1,EC1,0,1+1+3,0,5,1.051,0.34|0.335|0.206|0.17,4,,,
120,120.wav,20/01/2010,A,1,EC1,0,5-NOISE,1,5,1.223,0.343|0.465|0.206|0.209,4,,,
121,121.wav,20/01/2010,A,1,EC1,0,1+1+3,0,5,1.007,0.309|0.355|0.176|0.167,4,,,
122,122.wav,20/01/2010,A,1,EC1,0,1+1+3,0,5,1.447,0.447|0.522|0.229|0.249,4,,,
123,123.wav,25/02/2010,A,1,EC1,0,3-NOISE,1,3,0.528,0.26|0.268,2,,,
124,124.wav,25/02/2010,A,1,EC1,0,3-NOISE,1,3,0.545,0.268|0.277,2,,,
125,125.wav,25/02/2010,A,1,EC1,0,4R2,0,4,0.84,0.292|0.291|0.257,3,,,
126,126.wav,25/02/2010,A,1,EC1,0,4R2,0,4,0.83,0.273|0.278|0.279,3,,,
127,127.wav,25/02/2010,A,1,EC1,0,4R2,0,4,0.839,0.276|0.278|0.285,3,,,
128,128.wav,25/02/2010,A,1,EC1,0,4R2,0,4,0.851,0.267|0.289|0.295,3,,,
129,129.wav,25/02/2010,A,1,EC1,0,4R2,0,4,0.832,0.27|0.281|0.281,3,,,
130,130.wav,25/02/2010,A,1,EC1,0,4R2,0,4,0.877,0.3|0.291|0.286,3,,,
131,131.wav,25/02/2010,A,1,EC1,0,4R2,0,4,0.897,0.302|0.303|0.292,3,,,
132,132.wav,25/02/2010,A,1,EC1,0,4R2,0,4,0.893,0.29|0.297|0.306,3,,,
133,133.wav,25/02/2010,A,1,EC1,0,4R2,0,4,0.91,0.308|0.297|0.305,3,,,
134,134.wav,25/02/2010,A,1,EC1,0,4R2,0,4,1.013,0.34|0.331|0.342,3,,,
135,135.wav,25/02/2010,A,1,EC1,0,4R2,0,4,1.037,0.344|0.341|0.352,3,,,
136,136.wav,25/02/2010,A,1,EC1,0,4R2,0,4,1.07,0.361|0.347|0.362,3,,,
137,137.wav,25/02/2010,A,1,EC1,0,4R2,0,4,1.051,0.359|0.347|0.345,3,,,
138,138.wav,25/02/2010,A,1,EC1,0,4R2,0,4,1.061,0.356|0.362|0.343,3,,,
139,139.wav,25/02/2010,A,1,EC1,0,4R2,0,4,1.025,0.347|0.335|0.343,3,,,
140,140.wav,25/02/2010,A,1,EC1,0,4R2,0,4,1.035,0.349|0.339|0.347,3,,,
141,141.wav,25/02/2010,A,1,EC1,0,5-NOISE,1,5,0.858,0.081|0.486|0.159|0.132,4,,,
142,142.wav,25/02/2010,A,1,EC1,0,1+1+3,0,5,0.974,0.324|0.287|0.191|0.172,4,,,
143,143.wav,25/02/2010,A,1,EC1,0,1+1+3,0,5,0.935,0.307|0.303|0.181|0.144,4,,,
144,144.wav,25/02/2010,A,1,EC1,0,1+1+3,0,5,0.953,0.313|0.318|0.172|0.15,4,,,
145,145.wav,25/02/2010,A,1,EC1,0,1+1+3,0,5,1.067,0.365|0.331|0.166|0.205,4,,,
146,146.wav,25/02/2010,A,1,EC1,0,1+1+3,0,5,1.082,0.374|0.377|0.186|0.145,4,,,
147,147.wav,25/02/2010,A,1,EC1,0,1+1+3,0,5,0.967,0.311|0.357|0.164|0.135,4,,,
148,148.wav,25/02/2010,A,1,EC1,0,1+1+3,0,5,1.019,0.345|0.332|0.188|0.154,4,,,
149,149.wav,25/02/2010,A,1,EC1,0,1+1+3,0,5,0.999,0.333|0.322|0.183|0.161,4,,,
150,150.wav,25/02/2010,A,1,EC1,0,1+1+3,0,5,0.837,0.222|0.27|0.186|0.159,4,,,
151,151.wav,25/02/2010,A,1,EC1,0,1+1+3,0,5,0.862,0.267|0.265|0.19|0.14,4,,,
152,152.wav,25/02/2010,A,1,EC1,0,5-NOISE,1,5,0.705,0.14|0.308|0.139|0.118,4,,,
153,153.wav,25/02/2010,A,1,EC1,0,5-NOISE,1,5,0.224,0.054|0.052|0.057|0.061,4,,,
154,154.wav,25/02/2010,A,1,EC1,0,6i,0,6,0.241,0.046|0.042|0.045|0.049|0.059,5,,,
155,155.wav,25/02/2010,A,1,EC1,0,6i,0,6,0.313,0.042|0.048|0.054|0.056|0.113,5,,,
156,156.wav,25/02/2010,A,1,EC1,0,7i,0,7,0.589,0.069|0.07|0.074|0.078|0.1|0.198,6,,,
157,157.wav,25/02/2010,A,1,EC1,0,7i,0,7,0.622,0.083|0.079|0.087|0.085|0.094|0.194,6,,,
158,158.wav,25/02/2010,A,1,EC1,0,7i,0,7,0.482,0.07|0.07|0.061|0.075|0.09|0.116,6,,,
159,159.wav,28/02/2010,A,1,EC1,0,3D,0,3,0.374,0.211|0.163,2,,,
160,160.wav,28/02/2010,A,1,EC1,0,3D,0,3,0.336,0.207|0.129,2,,,
161,161.wav,28/02/2010,A,1,EC1,0,3D,0,3,0.359,0.22|0.139,2,,,
162,162.wav,28/02/2010,A,1,EC1,0,3D,0,3,0.309,0.168|0.141,2,,,
163,163.wav,28/02/2010,A,1,EC1,0,3D,0,3,0.367,0.223|0.144,2,,,
164,164.wav,28/02/2010,A,1,EC1,0,3D,0,3,0.331,0.198|0.133,2,,,
165,165.wav,28/02/2010,A,1,EC1,0,3D,0,3,0.349,0.214|0.135,2,,,
166,166.wav,28/02/2010,A,1,EC1,0,4R2,0,4,0.791,0.259|0.252|0.28,3,,,
167,167.wav,28/02/2010,A,1,EC1,0,4R2,0,4,0.786,0.261|0.241|0.284,3,,,
168,168.wav,28/02/2010,A,1,EC1,0,4R2,0,4,0.783,0.251|0.265|0.267,3,,,
169,169.wav,28/02/2010,A,1,EC1,0,4R2,0,4,0.724,0.225|0.238|0.261,3,,,
170,170.wav,28/02/2010,A,1,EC1,0,4R2,0,4,0.694,0.219|0.216|0.259,3,,,
171,171.wav,28/02/2010,A,1,EC1,0,4R2,0,4,0.759,0.253|0.271|0.235,3,,,
172,172.wav,28/02/2010,A,1,EC1,0,4R2,0,4,0.732,0.243|0.239|0.25,3,,,
173,173.wav,28/02/2010,A,1,EC1,0,4R2,0,4,0.737,0.207|0.248|0.282,3,,,
174,174.wav,28/02/2010,A,1,EC1,0,4R2,0,4,0.752,0.244|0.244|0.264,3,,,
175,175.wav,28/02/2010,A,1,EC1,0,4R2,0,4,0.775,0.257|0.253|0.265,3,,,
176,176.wav,28/02/2010,A,1,EC1,0,4R2,0,4,0.791,0.263|0.236|0.292,3,,,
177,177.wav,28/02/2010,A,1,EC1,0,5-NOISE,1,5,0.53,0.171|0.126|0.121|0.112,4,,,
178,178.wav,28/02/2010,A,1,EC1,0,5-NOISE,1,5,0.573,0.192|0.171|0.11|0.1,4,,,
179,179.wav,28/02/2010,A,1,EC1,0,1+1+3,0,5,0.777,0.234|0.241|0.169|0.133,4,,,
180,180.wav,28/02/2010,A,1,EC1,0,1+1+3,0,5,0.793,0.28|0.223|0.161|0.129,4,,,
181,181.wav,28/02/2010,A,1,EC1,0,1+1+3,0,5,0.77,0.212|0.255|0.175|0.128,4,,,
182,182.wav,28/02/2010,A,1,EC1,0,1+1+3,0,5,0.794,0.229|0.257|0.168|0.14,4,,,
183,183.wav,28/02/2010,A,1,EC1,0,5R1,0,5,0.259,0.059|0.059|0.063|0.078,4,,,
184,184.wav,28/02/2010,A,1,EC1,0,5-NOISE,1,5,0.561,0.176|0.157|0.119|0.109,4,,,
185,185.wav,28/02/2010,A,1,EC1,0,1+1+3,0,5,0.698,0.221|0.192|0.157|0.128,4,,,
186,186.wav,28/02/2010,A,1,EC1,0,5-NOISE,1,5,0.809,0.077|0.179|0.263|0.29,4,,,
187,187.wav,28/02/2010,A,1,EC1,0,2+3,0,5,0.631,0.084|0.169|0.193|0.185,4,,,
188,188.wav,28/02/2010,A,1,EC1,0,5-NOISE,1,5,0.483,0.053|0.112|0.156|0.162,4,,,
189,189.wav,28/02/2010,A,1,EC1,0,6i,0,6,0.61,0.172|0.138|0.107|0.087|0.106,5,,,
190,190.wav,28/02/2010,A,1,EC1,0,3D,0,3,0.368,0.241|0.127,2,,,
191,191.wav,28/02/2010,A,1,EC1,0,3D,0,3,0.333,0.21|0.123,2,,,
192,192.wav,28/02/2010,A,1,EC1,0,3D,0,3,0.311,0.209|0.102,2,,,
193,193.wav,28/02/2010,A,1,EC1,0,3D,0,3,0.349,0.201|0.148,2,,,
194,194.wav,28/02/2010,A,1,EC1,0,3D,0,3,0.302,0.173|0.129,2,,,
195,195.wav,28/02/2010,A,1,EC1,0,3D,0,3,0.332,0.189|0.143,2,,,
196,196.wav,28/02/2010,A,1,EC1,0,5-NOISE,1,5,0.63,0.217|0.138|0.164|0.111,4,,,
197,197.wav,28/02/2010,A,1,EC1,0,1+1+3,0,5,0.824,0.231|0.263|0.187|0.143,4,,,
198,198.wav,28/02/2010,A,1,EC1,0,1+1+3,0,5,0.831,0.252|0.236|0.203|0.14,4,,,
199,199.wav,28/02/2010,A,1,EC1,0,1+1+3,0,5,0.852,0.243|0.257|0.192|0.16,4,,,
200,200.wav,28/02/2010,A,1,EC1,0,1+1+3,0,5,0.847,0.25|0.247|0.191|0.159,4,,,
201,201.wav,28/02/2010,A,1,EC1,0,1+1+3,0,5,0.84,0.249|0.256|0.177|0.158,4,,,
202,202.wav,28/02/2010,A,1,EC1,0,1+1+3,0,5,0.88,0.261|0.254|0.169|0.196,4,,,
203,203.wav,28/02/2010,A,1,EC1,0,1+1+3,0,5,0.852,0.253|0.26|0.181|0.158,4,,,
204,204.wav,28/02/2010,A,1,EC1,0,2+3,0,5,0.571,0.062|0.147|0.177|0.185,4,,,
205,205.wav,17/03/2010,A,1,EC1,0,3-NOISE,1,3,0.788,0.392|0.396,2,,,
206,206.wav,17/03/2010,A,1,EC1,0,1+31,0,4,0.753,0.385|0.198|0.17,3,,,
207,207.wav,17/03/2010,A,1,EC1,0,1+31,0,4,0.754,0.353|0.221|0.18,3,,,
208,208.wav,17/03/2010,A,1,EC1,0,1+1+3,0,5,1.123,0.399|0.371|0.195|0.158,4,,,
209,209.wav,17/03/2010,A,1,EC1,0,1+1+3,0,5,0.818,0.236|0.264|0.188|0.13,4,,,
210,210.wav,17/03/2010,A,1,EC1,0,1+1+3,0,5,1.086,0.381|0.366|0.18|0.159,4,,,
211,211.wav,17/03/2010,A,1,EC1,0,5-NOISE,1,5,1.074,0.321|0.412|0.19|0.151,4,,,
212,212.wav,17/03/2010,A,1,EC1,0,1+1+3,0,5,1.072,0.368|0.345|0.189|0.17,4,,,
213,213.wav,17/03/2010,A,1,EC1,0,1+1+3,0,5,0.87,0.245|0.25|0.203|0.172,4,,,
214,214.wav,17/03/2010,A,1,EC1,0,1+1+3,0,5,0.87,0.269|0.253|0.179|0.169,4,,,
215,215.wav,17/03/2010,A,1,EC1,0,1+1+3,0,5,0.857,0.267|0.242|0.193|0.155,4,,,
216,216.wav,17/03/2010,A,1,EC1,0,6i,0,6,0.52,0.168|0.133|0.071|0.064|0.084,5,,,
217,217.wav,17/03/2010,A,1,EC1,0,7D1,0,7,0.978,0.22|0.183|0.126|0.113|0.18|0.156,6,,,
218,218.wav,17/03/2010,A,1,EC1,0,5-NOISE,1,5,0.59,0.214|0.166|0.116|0.094,4,,,
219,219.wav,17/03/2010,A,1,EC1,0,5-NOISE,1,5,0.696,0.216|0.188|0.157|0.135,4,,,
220,220.wav,17/03/2010,A,1,EC1,0,1+1+3,0,5,0.85,0.25|0.254|0.2|0.146,4,,,
221,221.wav,17/03/2010,A,1,EC1,0,1+1+3,0,5,0.889,0.268|0.268|0.195|0.158,4,,,
222,222.wav,17/03/2010,A,1,EC1,0,1+1+3,0,5,0.897,0.285|0.248|0.201|0.163,4,,,
223,223.wav,17/03/2010,A,1,EC1,0,1+1+3,0,5,1.141,0.407|0.379|0.18|0.175,4,,,
224,224.wav,17/03/2010,A,1,EC1,0,1+1+3,0,5,1.127,0.398|0.378|0.181|0.17,4,,,
225,225.wav,17/03/2010,A,1,EC1,0,1+1+3,0,5,0.865,0.257|0.262|0.181|0.165,4,,,
226,226.wav,17/03/2010,A,1,EC1,0,1+1+3,0,5,1.118,0.396|0.366|0.189|0.167,4,,,
227,227.wav,17/03/2010,A,1,EC1,0,1+1+3,0,5,1.121,0.385|0.373|0.188|0.175,4,,,
228,228.wav,17/03/2010,A,1,EC1,0,1+1+3,0,5,1.133,0.387|0.369|0.19|0.187,4,,,
229,229.wav,17/03/2010,A,1,EC1,0,1+1+3,0,5,1.121,0.389|0.367|0.188|0.177,4,,,
230,230.wav,17/03/2010,A,1,EC1,0,1+1+3,0,5,1.094,0.376|0.353|0.193|0.172,4,,,
231,231.wav,17/03/2010,A,1,EC1,0,5-NOISE,1,5,0.601,0.08|0.136|0.212|0.173,4,,,
232,232.wav,17/03/2010,A,1,EC1,0,6i,0,6,0.581,0.164|0.146|0.097|0.081|0.093,5,,,
233,233.wav,26/03/2010,A,1,EC1,0,4R2,0,4,0.852,0.278|0.28|0.294,3,,,
234,234.wav,26/03/2010,A,1,EC1,0,4R2,0,4,0.823,0.287|0.258|0.278,3,,,
235,235.wav,26/03/2010,A,1,EC1,0,4R2,0,4,0.867,0.289|0.286|0.292,3,,,
236,236.wav,26/03/2010,A,1,EC1,0,4R2,0,4,0.888,0.297|0.292|0.299,3,,,
237,237.wav,26/03/2010,A,1,EC1,0,4R2,0,4,0.975,0.32|0.328|0.327,3,,,
238,238.wav,26/03/2010,A,1,EC1,0,4R2,0,4,1.021,0.347|0.331|0.343,3,,,
239,239.wav,26/03/2010,A,1,EC1,0,4R2,0,4,1.033,0.354|0.337|0.342,3,,,
